,x,y,yf
511,511,2036,-1.5974939712758411
512,512,2037,-1.2872784712415188
513,513,2036,-2.9554381604089683
514,514,2034,-5.598257339818989
515,515,2033,-7.2121371568444905
516,516,2033,-7.793657571800277
517,517,2034,-7.339537289313642
518,518,2034,-7.846689196736123
519,519,2034,-8.312205890810953
520,520,2034,-8.733381780068612
521,521,2034,-9.107729087954318
522,522,2034,-9.43295572250945
523,523,2034,-9.706984940110424
524,524,2035,-8.92794743589178
525,525,2035,-9.094252607195468
526,526,2036,-8.204525644169557
527,527,2036,-8.257709090731268
528,528,2036,-8.252976714092071
529,529,2036,-8.18975837485156
530,530,2035,-9.067774473638316
531,531,2035,-8.88697326996334
532,532,2035,-8.647605887193645
533,533,2035,-8.350193646761003
534,534,2037,-5.995499753137648
535,535,2037,-5.5845800358818
536,536,2037,-5.118704763346033
537,537,2036,-5.599423475326441
538,538,2035,-6.028532758817886
539,539,2034,-6.408107135346846
540,540,2034,-5.740448946562793
541,541,2036,-3.0280959353796475
542,542,2038,-0.27380673245881226
543,543,2040,2.5194544125954383
544,544,2042,5.3485497237970385
545,545,2043,7.210142127364531
546,546,2044,9.100755528081297
547,547,2045,11.0167503523409
548,548,2045,11.954337039582228
549,549,2046,13.909632696109593
550,550,2045,13.878590235557992
551,551,2044,13.857109349567931
552,552,2043,13.840982487260252
553,553,2042,13.825931942867877
554,554,2040,12.807631308908071
555,555,2039,12.781732490921996
556,556,2036,10.743828818039177
557,557,2035,10.689546303199489
558,558,2034,10.614490975934643
559,559,2033,10.51430815817483
560,560,2034,12.384688301362484
561,561,2034,13.221367403591664
562,562,2035,15.020175248136796
563,563,2035,15.777014020324227
564,564,2036,17.4878954187583
565,565,2036,18.148924194837953
566,566,2037,19.756377198831558
567,567,2038,21.306669892361697
568,568,2037,20.79637027173943
569,569,2035,19.22224430140574
570,570,2033,17.581263452685626
571,571,2033,17.87061155885756
572,572,2039,24.08770172255055
573,573,2053,38.230187047738006
574,574,2076,61.2959651771321
575,575,2097,82.28311789240728
576,576,2107,92.1899725049376
577,577,2097,82.01513046679395
578,578,2063,47.75750042193104
579,579,2009,-6.583691079691967
580,580,1943,-73.00892717715534
581,581,1878,-138.51838126134356
582,582,1831,-186.1119412311052
583,583,1811,-206.78921878553652
584,584,1822,-196.54955438668944
585,585,1860,-159.39202316802823
586,586,1913,-107.31544729423591
587,587,1967,-54.3183880455803
588,588,2009,-13.399144258722432
589,589,2036,12.444280288712765
590,590,2048,23.214165885400153
591,591,2053,26.913107620410514
592,592,2054,26.543938517299697
593,593,2055,26.10978504307515
594,594,2056,25.61396704334728
595,595,2057,25.060030257484186
596,596,2059,25.451729993603127
597,597,2061,25.79300341203788
598,598,2061,24.08798368842481
599,599,2060,21.340997442590897
600,600,2060,19.556550843496627
601,601,2062,19.739272372153234
602,602,2065,20.89392453614842
603,603,2069,23.025372426451995
604,604,2071,23.138599842353297
605,605,2071,21.23870363298571
606,606,2069,17.330839682411977
607,607,2066,12.420222009256465
608,608,2066,10.512105593383389
609,609,2066,8.61171569087907
610,610,2067,7.724289171431311
611,611,2068,6.855035865031924
612,612,2069,6.009137250107104
613,613,2070,5.1917452236963655
614,614,2072,5.407959625690759
615,615,2073,4.662768656291847
616,616,2073,2.961091018060835
617,617,2073,1.307743616615579
618,618,2073,-0.2926171044363257
619,619,2073,-1.8355053154481262
620,620,2073,-3.3166208187375834
621,621,2073,-4.731842148234457
622,622,2074,-5.077213734331892
623,623,2076,-4.3489590921366865
624,624,2078,-3.543503964444302
625,625,2080,-2.6574987272881754
626,626,2082,-1.6878666465595167
627,627,2083,-1.6318086726022054
628,628,2085,-0.4868019957272063
629,629,2085,-1.2505870580646592
630,630,2085,-1.9211750296065713
631,631,2085,-2.4968277244298394
632,632,2086,-1.9760898569503595
633,633,2087,-1.3578096684301202
634,634,2089,0.3588893410288021
635,635,2092,3.174579075166819
636,636,2096,7.0895305596191225
637,637,2098,9.103697347453828
638,638,2099,10.216742665400801
639,639,2098,9.428019585864755
640,640,2097,8.736600194234095
641,641,2097,9.14123642973363
642,642,2098,10.640407351407971
643,643,2099,12.232271336523295
644,644,2099,12.914720569318202
645,645,2101,15.685388539461858
646,646,2101,16.54159978423044
647,647,2100,16.48047517366346
648,648,2099,16.498893967326765
649,649,2097,15.593515338795473
650,650,2095,14.760768586905474
651,651,2092,12.99685472902971
652,652,2088,10.297796843900263
653,653,2083,6.659448373912429
654,654,2079,4.077518005060955
655,655,2074,0.5475631673512669
656,656,2070,-1.9349839162322657
657,657,2065,-5.374843114955263
658,658,2060,-8.776843557127508
659,659,2055,-12.145928478333204
660,660,2049,-16.487106468953886
661,661,2045,-18.805407817114155
662,662,2041,-21.105915402999056
663,663,2038,-22.393641077254284
664,664,2037,-21.673514257789265
665,665,2037,-19.95036553482031
666,666,2037,-18.229006409028486
667,667,2037,-16.514303226795523
668,668,2035,-16.811282441920863
669,669,2032,-18.12512843713709
670,670,2030,-18.46117579191798
671,671,2029,-17.8247898698487
672,672,2030,-15.221184405161726
673,673,2030,-13.655262095794724
674,674,2031,-11.131446252333305
675,675,2031,-9.653684863945529
676,676,2030,-9.22542918609131
677,677,2030,-7.849740949123329
678,678,2030,-6.529468954707928
679,679,2031,-4.2673188395411445
680,680,2031,-3.0659549765994885
681,681,2032,-0.9279427127712553
682,682,2033,1.1442765271934605
683,683,2033,2.148451729140804
684,684,2033,3.082593048877391
685,685,2033,3.9449827943564153
686,686,2033,4.734228000026783
687,687,2033,5.449200006029253
688,688,2033,6.089037031615899
